,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83
0,0.0,0.0,4286.581632653061,45.0,0.0,0.0,4676.459183673469,45.0,0.0,0.0,5049.7040816326535,45.0,0.0,0.0,5271.265306122449,43.5,0.0,0.0,5458.051020408163,43.5,0.0,0.0,5629.326530612245,43.5,0.0,0.0,6885.0204081632655,43.5,0.0,0.0,3183.785714285714,48.0,0.0,0.0,3577.469387755102,48.0,0.0,0.0,4727.027777777777,48.0,0.0,0.0,4293.285714285715,48.0,0.0,0.0,4516.255102040816,46.5,0.0,0.0,4337.367346938776,46.5,0.0,0.0,5408.724489795918,46.5,0.0,0.0,3093.9861111111113,45.0,0.0,0.0,3043.285714285714,45.0,0.0,0.0,3823.683673469388,45.0,0.0,0.0,4236.091836734694,43.5,0.0,16.0,3955.96,43.5,0.0,0.0,4323.469387755102,43.5,0.0,0.0,5546.540816326531,43.5
1,0.0,16.0,3973.0,45.0,0.0,16.0,4292.78,45.0,0.0,16.0,5118.66,45.0,0.0,16.0,4828.06,43.5,0.0,16.0,4977.26,43.5,0.0,16.0,5941.72,43.5,0.0,16.0,5406.36,43.5,0.0,16.0,3059.26,48.0,0.0,16.0,3383.6,48.0,0.0,16.0,4184.94,48.0,0.0,16.0,3983.38,48.0,0.0,16.0,4460.98,46.5,0.0,16.0,4620.34,46.5,0.0,16.0,4710.52,46.5,0.0,16.0,2586.32,45.0,0.0,16.0,3075.0,45.0,0.0,16.0,3923.66,45.0,0.0,16.0,3631.54,43.5,0.0,0.0,4423.530612244898,43.5,0.0,16.0,4911.22,43.5,0.0,16.0,4380.4,43.5
2,0.0,15.0,3645.4305555555557,45.0,0.0,15.0,3944.3888888888887,45.0,0.0,15.0,4790.347222222223,45.0,0.0,15.0,4506.569444444444,43.5,0.0,15.0,4599.819444444444,43.5,0.0,15.0,5044.597222222223,43.5,0.0,15.0,5412.138888888889,43.5,0.0,15.0,2816.6388888888887,48.0,0.0,15.0,3082.9444444444443,48.0,0.0,12.0,3723.1666666666665,48.0,0.0,8.0,3749.0555555555557,48.0,0.0,8.0,3912.0555555555557,46.5,0.0,15.0,4269.430555555556,46.5,0.0,15.0,4340.375,46.5,0.0,15.0,2374.6805555555557,45.0,0.0,15.0,2965.097222222222,45.0,0.0,8.0,3509.0138888888887,45.0,0.0,15.0,3594.8194444444443,43.5,0.0,15.0,3883.0138888888887,43.5,0.0,15.0,4525.736111111111,43.5,0.0,15.0,3996.75,43.5
3,0.0,12.0,3944.4166666666665,45.0,0.0,12.0,4102.222222222223,45.0,0.0,12.0,4527.013888888889,45.0,0.0,12.0,4288.083333333333,43.5,0.0,12.0,4687.555555555556,43.5,0.0,12.0,5704.25,43.5,0.0,12.0,5716.361111111111,43.5,0.0,8.0,3027.2638888888887,48.0,0.0,12.0,3194.7083333333335,48.0,0.0,8.0,3707.4861111111113,48.0,0.0,15.0,3648.5694444444443,48.0,0.0,15.0,4216.847222222223,46.5,0.0,12.0,4553.694444444444,46.5,0.0,12.0,4476.194444444444,46.5,0.0,8.0,2637.9444444444443,45.0,0.0,12.0,2998.5416666666665,45.0,0.0,15.0,3711.9166666666665,45.0,0.0,8.0,3552.6111111111113,43.5,0.0,12.0,4022.8194444444443,43.5,0.0,8.0,4462.944444444444,43.5,0.0,12.0,4723.611111111111,43.5
4,0.0,8.0,3555.5,45.0,0.0,8.0,4045.7638888888887,45.0,0.0,1.0,4603.083333333333,45.0,0.0,8.0,4517.986111111111,43.5,0.0,8.0,4717.625,43.5,0.0,8.0,5567.194444444444,43.5,0.0,8.0,5393.722222222223,43.5,0.0,12.0,2995.472222222222,48.0,0.0,8.0,3300.7916666666665,48.0,0.0,15.0,3640.875,48.0,0.0,12.0,3511.8055555555557,48.0,0.0,12.0,4121.486111111111,46.5,0.0,8.0,4515.888888888889,46.5,0.0,8.0,4825.180555555556,46.5,0.0,12.0,2499.125,45.0,0.0,8.0,3084.4444444444443,45.0,0.0,12.0,3716.0416666666665,45.0,0.0,1.0,3743.6111111111113,43.5,0.0,8.0,4244.5,43.5,0.0,12.0,4627.791666666667,43.5,0.0,8.0,4670.861111111111,43.5
5,0.0,4.0,3716.722222222222,45.0,0.0,1.0,4210.0,45.0,0.0,8.0,4622.638888888889,45.0,0.0,1.0,4372.541666666667,43.5,0.0,4.0,4606.527777777777,43.5,0.0,4.0,5484.430555555556,43.5,0.0,1.0,5994.861111111111,43.5,0.0,4.0,2836.0555555555557,48.0,0.0,1.0,3089.5416666666665,48.0,0.0,4.0,3782.9305555555557,48.0,0.0,4.0,3939.097222222222,48.0,0.0,4.0,4548.5,46.5,0.0,1.0,4054.402777777778,46.5,0.0,4.0,5216.944444444444,46.5,0.0,4.0,2547.9166666666665,45.0,0.0,4.0,2936.75,45.0,0.0,1.0,3603.652777777778,45.0,0.0,4.0,3500.4583333333335,43.5,0.0,1.0,3864.1666666666665,43.5,0.0,4.0,4205.708333333333,43.5,0.0,1.0,5007.791666666667,43.5
6,0.0,1.0,3642.2083333333335,45.0,0.0,4.0,4240.125,45.0,0.0,4.0,4669.736111111111,45.0,0.0,4.0,4277.277777777777,43.5,0.0,1.0,4815.236111111111,43.5,0.0,1.0,4759.805555555556,43.5,0.0,4.0,6165.888888888889,43.5,0.0,1.0,3023.027777777778,48.0,0.0,4.0,3139.472222222222,48.0,0.0,1.0,3683.0555555555557,48.0,0.0,1.0,3915.3194444444443,48.0,0.0,1.0,4046.4444444444443,46.5,0.0,4.0,4226.513888888889,46.5,0.0,1.0,4741.069444444444,46.5,0.0,2.0,2667.0694444444443,45.0,0.0,1.0,2697.3333333333335,45.0,0.0,4.0,3487.3055555555557,45.0,0.0,12.0,3500.847222222222,43.5,0.0,4.0,4177.0,43.5,0.0,1.0,3942.1805555555557,43.5,0.0,4.0,4825.722222222223,43.5
7,0.0,2.0,3833.0833333333335,45.0,0.0,2.0,4201.902777777777,45.0,0.0,2.0,4501.777777777777,45.0,0.0,2.0,4439.972222222223,43.5,0.0,2.0,4906.694444444444,43.5,0.0,2.0,5157.138888888889,43.5,0.0,2.0,6002.25,43.5,0.0,2.0,3033.4444444444443,48.0,0.0,2.0,3253.4444444444443,48.0,0.0,2.0,3953.1111111111113,48.0,0.0,2.0,3615.9166666666665,48.0,0.0,2.0,4204.055555555556,46.5,0.0,2.0,4002.652777777778,46.5,0.0,2.0,4826.791666666667,46.5,0.0,1.0,2453.3611111111113,45.0,0.0,2.0,3012.097222222222,45.0,0.0,2.0,3448.6666666666665,45.0,0.0,2.0,3721.3888888888887,43.5,0.0,2.0,4110.138888888889,43.5,0.0,2.0,4320.472222222223,43.5,0.0,2.0,5138.458333333333,43.5
8,1.0,16.0,3648.75,45.0,1.0,16.0,4293.402777777777,45.0,1.0,16.0,4637.847222222223,45.0,1.0,16.0,4393.597222222223,43.5,1.0,16.0,5010.041666666667,43.5,1.0,16.0,5442.888888888889,43.5,1.0,8.0,135.04166666666666,43.5,1.0,10.0,550.4444444444445,48.0,1.0,16.0,3127.4305555555557,48.0,1.0,16.0,3738.3055555555557,48.0,1.0,16.0,4014.4,48.0,1.0,16.0,4090.972222222222,46.5,1.0,16.0,4420.305555555556,46.5,1.0,16.0,4231.097222222223,46.5,1.0,16.0,2509.9166666666665,45.0,1.0,16.0,2994.597222222222,45.0,1.0,16.0,3765.9305555555557,45.0,1.0,16.0,3553.8611111111113,43.5,1.0,16.0,4139.930555555556,43.5,1.0,16.0,4610.097222222223,43.5,1.0,16.0,4410.791666666667,43.5
9,1.0,10.0,662.1527777777778,45.0,1.0,10.0,253.31944444444446,45.0,1.0,10.0,266.5416666666667,45.0,1.0,10.0,247.375,43.5,1.0,10.0,828.1388888888889,43.5,1.0,10.0,249.23611111111111,43.5,1.0,16.0,4996.680555555556,43.5,1.0,16.0,2871.375,48.0,1.0,10.0,222.11111111111111,48.0,1.0,10.0,249.44444444444446,48.0,1.0,10.0,244.375,48.0,1.0,10.0,276.56944444444446,46.5,1.0,0.0,3949.8055555555557,46.5,1.0,0.0,4978.166666666667,46.5,1.0,10.0,469.2638888888889,45.0,1.0,10.0,203.08333333333334,45.0,1.0,0.0,3480.1666666666665,45.0,1.0,0.0,3905.3055555555557,43.5,1.0,0.0,4063.027777777778,43.5,1.0,0.0,3904.3611111111113,43.5,1.0,0.0,5108.027777777777,43.5
