,Probe_ID,Sample_ID,Well 1,Well 2,Well 3,Well 4,Well 5,Well 6,Well 7,Well 8,Well 9,Well 10,Well 11,Well 12,Well 13,Well 14,Well 15,Well 16,Well 17,Well 18,Well 19,Well 20,Well 21
40,208,Sample24,48.0,42.0,40.5,39.0,39.0,39.0,39.0,51.0,46.5,43.5,43.5,42.0,42.0,42.0,48.0,43.5,40.5,40.5,39.0,39.0,39.0
10,209,Sample25,48.0,42.0,40.5,39.0,39.0,39.0,39.0,51.0,46.5,43.5,43.5,42.0,42.0,42.0,48.0,43.5,40.5,40.5,39.0,39.0,39.0
30,211,Sample27,48.0,42.0,40.5,39.0,39.0,39.0,39.0,63.81,60.54,59.71,57.64,58.25,42.0,66.45,48.0,43.5,40.5,40.5,39.0,39.0,39.0
29,212,Sample28,48.0,42.0,40.5,39.0,39.0,39.0,39.0,51.0,46.5,43.5,43.5,42.0,42.0,42.0,48.0,43.5,40.5,40.5,39.0,39.0,39.0
41,213,Sample29,48.0,42.0,40.5,39.0,39.0,39.0,39.0,51.0,46.5,43.5,43.5,42.0,42.0,42.0,48.0,43.5,71.516,40.5,39.0,39.0,39.0
22,214,Sample30,48.0,42.0,40.5,39.0,39.0,39.0,39.0,51.0,46.5,43.5,43.5,42.0,42.0,42.0,77.594,75.118,40.5,63.047,85.2,39.0,60.141
38,300,Sample31,48.0,42.0,40.5,39.0,39.0,39.0,39.0,51.0,46.5,43.5,43.5,42.0,42.0,42.0,48.0,43.5,40.5,40.5,39.0,39.0,39.0
31,301,Sample32,48.0,42.0,40.5,39.0,39.0,39.0,39.0,121.951,130.326,123.368,128.972,134.611,42.0,140.597,48.0,43.5,40.5,40.5,39.0,39.0,39.0
24,305,Sample36,48.0,42.0,40.5,39.0,39.0,39.0,39.0,51.0,46.5,43.5,43.5,42.0,42.0,42.0,48.0,43.5,40.5,40.5,39.0,39.0,39.0
11,307,Sample37,934.847,1688.056,534.944,39.0,139.06,39.0,39.0,121.01,135.77,239.799,254.486,430.188,42.0,42.0,48.0,43.5,40.5,40.5,39.0,39.0,39.0
34,311,Sample41,48.0,42.0,40.5,39.0,39.0,39.0,39.0,51.0,46.5,43.5,43.5,42.0,42.0,42.0,48.0,43.5,40.5,40.5,39.0,39.0,39.0
42,312,Sample42,48.0,42.0,40.5,39.0,39.0,39.0,39.0,51.0,46.5,43.5,43.5,42.0,42.0,42.0,48.0,43.5,1782.944,40.5,39.0,39.0,39.0
15,313,Sample43,48.0,42.0,40.5,39.0,53.0,39.0,39.0,71.77,71.022,75.866,74.491,72.902,42.0,73.41,1906.862,2162.868,40.5,1214.438,1359.861,39.0,174.875
23,314,Sample44,48.0,42.0,40.5,39.0,39.0,39.0,39.0,51.0,46.5,43.5,43.5,42.0,42.0,42.0,48.0,43.5,40.5,40.5,39.0,39.0,39.0
13,400,Sample45,135.35,143.61,142.62,146.96,202.64,39.0,176.46,51.0,46.5,43.5,43.5,42.0,42.0,42.0,760.06,988.44,40.5,1199.63,1442.63,39.0,1353.25
32,401,Sample46,48.0,42.0,40.5,39.0,39.0,39.0,39.0,51.0,46.5,43.5,43.5,42.0,42.0,42.0,48.0,43.5,40.5,40.5,39.0,39.0,39.0
12,407,Sample52,48.0,42.0,40.5,39.0,39.0,39.0,39.0,51.0,46.5,43.5,43.5,42.0,42.0,42.0,48.0,43.5,40.5,40.5,39.0,39.0,39.0
33,411,Sample56,48.0,42.0,40.5,39.0,39.0,39.0,39.0,109.479,112.306,110.722,105.91,108.729,42.0,111.694,48.0,43.5,40.5,40.5,39.0,39.0,39.0
35,412,Sample57,48.0,42.0,40.5,39.0,39.0,39.0,39.0,51.0,46.5,43.5,43.5,42.0,42.0,42.0,48.0,43.5,40.5,40.5,39.0,39.0,39.0
16,413,Sample58,48.0,42.0,40.5,39.0,39.0,39.0,39.0,51.0,46.5,43.5,43.5,42.0,42.0,42.0,48.0,43.5,1339.83,40.5,39.0,39.0,39.0
25,414,Sample59,48.0,42.0,40.5,39.0,39.0,39.0,39.0,51.0,46.5,43.5,43.5,42.0,42.0,42.0,1125.44,1191.02,40.5,1016.34,1147.37,39.0,992.64
14,500,Sample60,48.0,42.0,40.5,39.0,39.0,39.0,39.0,51.0,46.5,43.5,43.5,51.918,42.0,52.619,592.964,586.924,40.5,40.5,531.934,39.0,712.32
17,511,Sample71,48.0,42.0,40.5,39.0,39.0,39.0,39.0,51.0,46.5,43.5,43.5,42.0,42.0,42.0,48.0,43.5,40.5,40.5,39.0,39.0,39.0
43,513,Sample73,48.0,42.0,40.5,39.0,39.0,39.0,39.0,51.0,46.5,43.5,43.5,42.0,42.0,42.0,48.0,43.5,1268.001,40.5,39.0,39.0,39.0
26,514,Sample74,48.0,42.0,40.5,39.0,39.0,39.0,39.0,51.0,46.5,43.5,43.5,42.0,42.0,42.0,2096.784,2615.788,40.5,703.253,856.28,39.0,39.0
