,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83
0,0.0,0.0,5311.326530612245,46.5,0.0,0.0,5927.938775510204,45.0,0.0,0.0,6232.061224489796,45.0,0.0,0.0,6567.930555555556,45.0,0.0,0.0,6195.061224489796,46.5,0.0,0.0,6179.693877551021,46.5,0.0,0.0,6237.408163265306,46.5,0.0,2.0,1583.198347107438,49.5,0.0,0.0,6234.777777777777,48.0,0.0,0.0,6606.388888888889,48.0,0.0,0.0,6590.097222222223,48.0,0.0,0.0,6738.472222222223,48.0,0.0,0.0,6437.513888888889,48.0,0.0,0.0,6849.208333333333,49.5,0.0,0.0,5244.397959183673,46.5,0.0,0.0,5867.775510204082,45.0,0.0,0.0,6571.826530612245,45.0,0.0,0.0,6456.530612244898,45.0,0.0,0.0,6683.163265306122,46.5,0.0,0.0,6714.163265306122,45.0,0.0,0.0,6767.897959183673,45.0
1,0.0,16.0,4625.84,46.5,0.0,16.0,4460.28,45.0,0.0,16.0,5531.04,45.0,0.0,16.0,4967.38,45.0,0.0,16.0,5471.42,46.5,0.0,16.0,6052.66,46.5,0.0,16.0,5500.5,46.5,0.0,0.0,5244.785714285715,49.5,0.0,16.0,4662.72,48.0,0.0,16.0,5191.92,48.0,0.0,16.0,4352.48,48.0,0.0,16.0,5492.62,48.0,0.0,16.0,5297.1,48.0,0.0,16.0,4993.22,49.5,0.0,16.0,4532.7,46.5,0.0,16.0,4806.32,45.0,0.0,16.0,5636.58,45.0,0.0,16.0,5516.42,45.0,0.0,16.0,6012.18,46.5,0.0,16.0,6553.8,45.0,0.0,16.0,5933.8,45.0
2,0.0,15.0,4663.0,46.5,0.0,15.0,4679.972222222223,45.0,0.0,15.0,5443.0,45.0,0.0,1.0,5202.583333333333,45.0,0.0,15.0,5222.513888888889,46.5,0.0,1.0,5288.611111111111,46.5,0.0,15.0,4954.25,46.5,0.0,16.0,4522.12,49.5,0.0,15.0,4456.5,48.0,0.0,15.0,5398.375,48.0,0.0,15.0,4763.486111111111,48.0,0.0,15.0,4895.944444444444,48.0,0.0,15.0,5300.513888888889,48.0,0.0,15.0,5148.56,49.5,0.0,15.0,4026.722222222222,46.5,0.0,15.0,4606.888888888889,45.0,0.0,15.0,5590.291666666667,45.0,0.0,15.0,5057.5,45.0,0.0,15.0,5511.791666666667,46.5,0.0,15.0,5993.097222222223,45.0,0.0,15.0,5142.388888888889,45.0
3,0.0,1.0,4597.736111111111,46.5,0.0,1.0,5121.916666666667,45.0,0.0,1.0,5317.583333333333,45.0,0.0,15.0,5023.319444444444,45.0,0.0,1.0,5398.222222222223,46.5,0.0,15.0,5517.777777777777,46.5,0.0,1.0,5503.611111111111,46.5,0.0,15.0,4170.5,49.5,0.0,1.0,4877.833333333333,48.0,0.0,1.0,5211.097222222223,48.0,0.0,8.0,5089.763888888889,48.0,0.0,1.0,5360.527777777777,48.0,0.0,12.0,5598.125,48.0,0.0,1.0,5144.708333333333,49.5,0.0,1.0,3980.25,46.5,0.0,8.0,5187.083333333333,45.0,0.0,1.0,5343.972222222223,45.0,0.0,8.0,5642.222222222223,45.0,0.0,1.0,5549.777777777777,46.5,0.0,8.0,6130.986111111111,45.0,0.0,8.0,5828.25,45.0
4,0.0,12.0,4539.611111111111,46.5,0.0,12.0,4959.569444444444,45.0,0.0,12.0,5750.361111111111,45.0,0.0,8.0,5585.597222222223,45.0,0.0,12.0,5390.638888888889,46.5,0.0,12.0,5824.055555555556,46.5,0.0,12.0,5291.555555555556,46.5,0.0,1.0,4117.958333333333,49.5,0.0,12.0,4616.625,48.0,0.0,12.0,5307.805555555556,48.0,0.0,1.0,5043.055555555556,48.0,0.0,8.0,5996.333333333333,48.0,0.0,8.0,5729.388888888889,48.0,0.0,8.0,5255.25,49.5,0.0,8.0,4714.888888888889,46.5,0.0,1.0,4841.777777777777,45.0,0.0,8.0,6067.805555555556,45.0,0.0,1.0,5098.819444444444,45.0,0.0,8.0,6286.097222222223,46.5,0.0,1.0,5485.763888888889,45.0,0.0,1.0,5810.611111111111,45.0
5,0.0,8.0,4888.833333333333,46.5,0.0,8.0,5446.444444444444,45.0,0.0,8.0,5459.388888888889,45.0,0.0,12.0,4965.125,45.0,0.0,8.0,5772.319444444444,46.5,0.0,8.0,6013.763888888889,46.5,0.0,8.0,5675.638888888889,46.5,0.0,12.0,4299.416666666667,49.5,0.0,8.0,4919.833333333333,48.0,0.0,8.0,5579.930555555556,48.0,0.0,12.0,4946.944444444444,48.0,0.0,12.0,5561.763888888889,48.0,0.0,1.0,5002.041666666667,48.0,0.0,12.0,5190.472222222223,49.5,0.0,12.0,3882.5138888888887,46.5,0.0,12.0,4898.513888888889,45.0,0.0,12.0,5181.785714285715,45.0,0.0,12.0,5205.013888888889,45.0,0.0,12.0,5719.208333333333,46.5,0.0,4.0,5391.897959183673,45.0,0.0,12.0,5590.027777777777,45.0
6,0.0,4.0,4506.305555555556,46.5,0.0,4.0,4950.791666666667,45.0,0.0,4.0,5195.625,45.0,0.0,4.0,5353.069444444444,45.0,0.0,4.0,3461.8203125,46.5,0.0,4.0,5641.902777777777,46.5,0.0,4.0,5829.805555555556,46.5,0.0,8.0,4877.361111111111,49.5,0.0,4.0,4876.0,48.0,0.0,4.0,5429.666666666667,48.0,0.0,4.0,5155.791666666667,48.0,0.0,4.0,5584.263888888889,48.0,0.0,4.0,5380.097222222223,48.0,0.0,4.0,5555.736111111111,49.5,0.0,4.0,3725.4591836734694,46.5,0.0,4.0,4760.125,45.0,0.0,4.0,5239.361111111111,45.0,0.0,4.0,5623.138888888889,45.0,0.0,4.0,5774.763888888889,46.5,0.0,12.0,6156.486111111111,45.0,0.0,4.0,5479.958333333333,45.0
7,0.0,2.0,4770.833333333333,46.5,0.0,2.0,5261.694444444444,45.0,0.0,2.0,5524.402777777777,45.0,0.0,2.0,5380.472222222223,45.0,0.0,2.0,4925.724489795918,46.5,0.0,2.0,5727.458333333333,46.5,0.0,2.0,5906.708333333333,46.5,0.0,4.0,4505.569444444444,49.5,0.0,2.0,5175.736111111111,48.0,0.0,2.0,5628.013888888889,48.0,0.0,2.0,5361.861111111111,48.0,0.0,2.0,5795.319444444444,48.0,0.0,2.0,5475.222222222223,48.0,0.0,2.0,5728.555555555556,49.5,0.0,2.0,3831.081632653061,46.5,0.0,2.0,4437.622448979592,45.0,0.0,2.0,5623.319444444444,45.0,0.0,2.0,5674.861111111111,45.0,0.0,2.0,5989.972222222223,46.5,0.0,2.0,5869.736111111111,45.0,0.0,2.0,6028.388888888889,45.0
8,1.0,16.0,4538.958333333333,46.5,1.0,3.0,399.31944444444446,45.0,1.0,3.0,2580.265306122449,45.0,1.0,7.0,374.02777777777777,45.0,0.0,16.0,106.90625,46.5,1.0,11.0,85.045,46.5,1.0,16.0,5319.527777777777,46.5,1.0,0.0,3919.0555555555557,49.5,1.0,16.0,4383.236111111111,48.0,1.0,14.0,127.38,48.0,1.0,15.0,4111.611111111111,48.0,1.0,16.0,4958.902777777777,48.0,1.0,16.0,5095.25,48.0,1.0,3.0,705.1836734693877,49.5,1.0,16.0,4140.208333333333,46.5,1.0,3.0,2550.7551020408164,45.0,1.0,3.0,9530.112244897959,45.0,1.0,3.0,13043.683673469388,45.0,1.0,3.0,4424.010204081633,46.5,1.0,3.0,14181.510204081633,45.0,1.0,3.0,22139.877551020407,45.0
9,1.0,0.0,3971.597222222222,46.5,1.0,16.0,4448.375,45.0,1.0,7.0,83.22222222222223,45.0,1.0,3.0,1960.0714285714287,45.0,1.0,16.0,5123.791666666667,46.5,1.0,16.0,5542.361111111111,46.5,1.0,15.0,13305.336734693878,46.5,1.0,16.0,4381.402777777777,49.5,1.0,0.0,4638.930555555556,48.0,1.0,16.0,5187.694444444444,48.0,1.0,14.0,154.68055555555554,48.0,1.0,15.0,585.9,48.0,1.0,0.0,5196.972222222223,48.0,1.0,16.0,4598.444444444444,49.5,1.0,3.0,744.6944444444445,46.5,1.0,16.0,4480.944444444444,45.0,1.0,7.0,81.38888888888889,45.0,1.0,7.0,1300.138888888889,45.0,1.0,16.0,5419.263888888889,46.5,1.0,7.0,91.76388888888889,45.0,1.0,7.0,1910.530612244898,45.0
