,Probe_ID,Sample_ID,Well 1,Well 2,Well 3,Well 4,Well 5,Well 6,Well 7,Well 8,Well 9,Well 10,Well 11,Well 12,Well 13,Well 14,Well 15,Well 16,Well 17,Well 18,Well 19,Well 20,Well 21
34,400,Sample45,49.5,49.5,49.5,49.5,49.5,49.5,49.5,52.5,52.5,52.5,52.5,52.5,105.62,54.0,49.5,49.5,49.5,49.5,49.5,49.5,49.5
17,401,Sample46,49.5,49.5,49.5,49.5,49.5,49.5,49.5,52.5,52.5,52.5,52.5,52.5,52.5,54.0,49.5,49.5,49.5,49.5,49.5,49.5,49.5
26,402,Sample47,49.5,49.5,49.5,49.5,49.5,49.5,85.829,52.5,52.5,52.5,52.5,52.5,341.388,102.517,49.5,49.5,49.5,49.5,49.5,60.875,49.5
19,411,Sample56,63.396,49.5,49.5,49.5,66.035,49.5,49.5,63.278,52.5,52.5,52.5,52.5,1092.031,54.0,87.174,49.5,49.5,49.5,49.5,107.528,49.5
27,412,Sample57,49.5,49.5,49.5,49.5,49.5,49.5,49.5,52.5,52.5,52.5,52.5,52.5,795.243,54.0,49.5,49.5,49.5,49.5,49.5,77.799,49.5
18,413,Sample58,49.5,49.5,49.5,49.5,49.5,49.5,49.5,52.5,52.5,52.5,52.5,52.5,52.5,54.0,49.5,49.5,49.5,49.5,49.5,49.5,49.5
25,414,Sample59,49.5,49.5,49.5,49.5,49.5,49.5,49.5,52.5,52.5,52.5,52.5,52.5,794.815,54.0,49.5,49.5,49.5,49.5,49.5,84.13,49.5
35,500,Sample60,49.5,49.5,49.5,49.5,49.5,49.5,49.5,52.5,52.5,52.5,52.5,52.5,52.5,54.0,49.5,49.5,49.5,49.5,49.5,49.5,49.5
28,502,Sample62,49.5,49.5,49.5,49.5,49.5,49.5,49.5,52.5,52.5,52.5,52.5,52.5,52.5,54.0,49.5,49.5,49.5,49.5,49.5,49.5,49.5
20,511,Sample71,49.5,49.5,49.5,49.5,49.5,49.5,49.5,52.5,52.5,52.5,52.5,52.5,52.5,54.0,49.5,49.5,49.5,49.5,49.5,49.5,49.5
29,512,Sample72,49.5,49.5,49.5,49.5,49.5,49.5,49.5,52.5,52.5,52.5,52.5,52.5,52.5,54.0,49.5,49.5,49.5,49.5,49.5,49.5,49.5
30,513,Sample73,49.5,49.5,49.5,49.5,49.5,49.5,124.153,52.5,52.5,52.5,52.5,52.5,109.153,102.882,49.5,49.5,49.5,49.5,49.5,49.5,49.5
31,514,Sample74,49.5,49.5,49.5,49.5,49.5,49.5,64.14,52.5,52.5,52.5,52.5,52.5,523.519,54.0,49.5,49.5,49.5,49.5,49.5,76.467,49.5
